OBJECTID,TRACT,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,H0010001,H0010002,H0010003,ALAND,AWATER,STUSAB,SUMLEV,GEOCODE,STATE,NAME,POP100,HU100,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020003,P0020004,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030002,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040003,P0040004,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010,SHAPEAREA,SHAPELEN
101,006500,11001006500,2609,2415,2102,113,0,158,8,34,149,2055,109,0,154,8,18,2258,1841,107,0,131,8,27,124,1799,104,0,127,8,11,1630,1350,280,509297,0,DC,140,11001006500,11,Census Tract 65,2609,1630,194,182,26,4,52,0,83,0,10,0,3,0,0,0,1,3,0,12,3,1,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,2460,2344,116,110,26,4,52,0,16,0,10,0,1,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114,144,138,21,2,31,0,70,0,7,0,3,0,0,0,1,3,0,6,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2258,2134,2049,85,79,21,2,31,0,16,0,7,0,1,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,78,66,0,12,0,0
102,006600,11001006600,2164,2004,1762,97,17,93,3,32,113,1734,97,8,93,3,18,1854,1534,89,17,84,3,29,92,1508,89,8,84,3,18,1297,1120,177,285156,0,DC,140,11001006600,11,Census Tract 66,2164,1297,160,140,10,8,49,3,59,0,3,0,5,3,0,0,0,0,0,13,0,4,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,2051,1953,98,92,10,6,49,3,16,0,3,0,2,3,0,0,0,0,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756,98,83,5,6,18,3,43,0,0,0,5,3,0,0,0,0,0,9,0,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,1762,1710,52,50,5,6,18,3,13,0,0,0,2,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,9,0,0
103,006700,11001006700,3927,3561,3044,298,6,157,3,53,212,2999,296,4,157,3,16,3311,2603,267,4,148,3,48,172,2559,265,4,148,3,11,2062,1879,183,428358,0,DC,140,11001006700,11,Census Tract 67,3927,2062,366,354,47,19,75,0,189,8,5,0,3,0,0,2,4,2,0,12,1,2,0,4,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3927,3715,3475,240,230,44,18,73,0,72,7,5,0,3,0,0,2,4,2,0,10,1,2,0,3,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073,238,230,24,18,29,0,138,8,2,0,3,0,0,2,4,2,0,8,1,2,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311,3139,2990,149,142,21,18,27,0,56,7,2,0,3,0,0,2,4,2,0,7,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0
104,006801,11001006801,2238,2071,1192,765,0,76,1,37,124,1158,755,0,75,1,8,1858,994,643,0,68,1,34,104,964,635,0,67,1,5,1173,1052,121,244750,0,DC,140,11001006801,11,Census Tract 68.01,2238,1173,167,161,25,19,40,0,66,6,3,0,2,0,0,0,0,0,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,2114,1997,117,112,25,18,40,0,18,6,3,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,118,113,18,13,19,0,53,5,3,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,1754,1672,82,77,18,12,19,0,18,5,3,0,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0
105,006802,11001006802,2580,2312,1523,678,2,74,0,35,164,1491,671,2,74,0,10,2055,1217,588,0,70,0,31,110,1190,585,0,70,0,8,1206,1124,82,280108,0,DC,140,11001006802,11,Census Tract 68.02,2580,1206,268,249,36,12,69,1,107,4,5,0,12,0,0,2,0,1,0,19,2,5,0,2,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580,2416,2248,168,158,34,8,66,0,37,4,5,0,4,0,0,0,0,0,0,10,1,5,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1906,149,136,22,12,27,0,61,1,0,0,12,0,0,0,0,1,0,13,2,5,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,1945,1853,92,84,22,8,27,0,22,1,0,0,4,0,0,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0
106,006804,11001006804,2429,2408,323,1934,0,24,1,126,198,298,1891,0,24,1,0,2413,315,1929,0,23,1,126,195,290,1887,0,23,1,0,17,17,0,1542277,477741,DC,140,11001006804,11,Census Tract 68.04,2429,17,21,16,3,0,0,0,0,4,2,0,0,0,0,0,7,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2429,2231,2214,17,15,2,0,0,0,0,4,2,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394,19,16,3,0,0,0,0,4,2,0,0,0,0,0,7,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2413,2218,2201,17,15,2,0,0,0,0,4,2,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2350,2226,2197,0,0,29,124,0,0,124,0,0
107,006900,11001006900,2799,2563,1878,535,6,113,1,30,144,1836,533,5,110,1,13,2294,1545,479,4,101,1,25,97,1514,479,4,101,1,8,1793,1348,445,398513,0,DC,140,11001006900,11,Census Tract 69,2799,1793,236,226,39,13,52,2,89,17,3,0,9,0,0,2,0,0,0,8,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2799,2655,2498,157,148,36,12,52,2,21,17,3,0,5,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,139,132,16,11,21,2,63,17,0,0,1,0,0,1,0,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2294,2197,2107,90,84,16,11,21,2,17,17,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,0,0
108,007000,11001007000,2697,2470,1932,333,8,106,3,88,248,1872,325,8,105,3,12,2323,1713,263,8,95,3,80,193,1669,258,8,94,3,11,1346,1200,146,439473,0,DC,140,11001007000,11,Census Tract 70,2697,1346,227,210,20,11,53,9,95,7,5,0,8,1,0,1,0,0,0,16,9,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2697,2449,2325,124,113,19,11,46,5,16,5,5,0,5,1,0,0,0,0,0,11,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2162,161,149,13,11,29,9,72,4,5,0,5,1,0,0,0,0,0,12,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,2130,2043,87,77,12,11,25,5,11,2,5,0,5,1,0,0,0,0,0,10,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1,0,1,0,0,289,0,255,34,0,0
109,007100,11001007100,3218,3005,1369,1442,8,123,4,59,189,1333,1426,6,123,4,13,2648,1250,1063,2,122,4,45,154,1219,1050,0,122,4,8,1939,1551,388,602223,149901,DC,140,11001007100,11,Census Tract 71,3218,1939,213,187,13,20,43,2,83,5,3,0,12,0,0,1,5,0,0,18,4,1,0,3,0,0,6,0,1,0,0,0,2,0,1,0,0,0,0,0,8,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3218,3029,2905,124,112,12,15,39,0,23,5,3,0,10,0,0,0,5,0,0,9,4,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2486,162,140,8,18,20,2,70,5,3,0,10,0,0,1,3,0,0,15,4,1,0,0,0,0,6,0,1,0,0,0,2,0,1,0,0,0,0,0,7,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2648,2494,2403,91,79,8,15,20,0,17,5,3,0,8,0,0,0,3,0,0,9,4,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,19,0,0
110,007201,11001007201,2985,2697,1944,541,8,153,0,51,254,1883,532,4,150,0,2,2786,1882,444,8,153,0,50,234,1822,437,4,150,0,2,2672,2004,668,781457,312419,DC,140,11001007201,11,Census Tract 72.01,2985,2672,288,266,39,21,54,2,124,6,1,2,6,0,0,6,2,2,1,18,2,3,0,2,2,0,4,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,2731,2571,160,149,35,20,53,1,19,5,1,2,6,0,0,3,2,2,0,11,1,3,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2537,249,236,30,18,54,1,115,4,1,0,6,0,0,3,1,2,1,12,2,0,0,2,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786,2552,2415,137,130,27,17,53,1,19,3,1,0,6,0,0,0,1,2,0,7,1,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,007202,11001007202,4303,3981,3226,449,12,227,2,65,302,3133,443,7,224,1,12,4152,3135,426,11,223,2,63,284,3048,420,7,220,1,10,3563,2748,815,183977,0,DC,140,11001007202,11,Census Tract 72.02,4303,3563,322,299,37,17,78,7,140,6,4,0,8,1,0,0,1,0,0,21,2,4,0,9,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4303,4001,3820,181,171,36,15,76,7,27,5,4,0,0,1,0,0,0,0,0,9,1,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3860,292,271,32,17,68,5,136,2,4,0,5,1,0,0,1,0,0,19,1,4,0,9,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4152,3868,3706,162,153,32,15,67,5,27,2,4,0,0,1,0,0,0,0,0,8,0,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,007203,11001007203,3748,3472,2279,887,17,198,9,82,251,2225,875,11,198,8,8,3307,2108,704,15,176,8,76,211,2062,698,11,176,8,6,2246,1961,285,384178,0,DC,140,11001007203,11,Census Tract 72.03,3748,2246,276,251,33,14,63,1,107,9,14,0,4,0,0,2,3,1,0,20,6,1,0,3,1,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3748,3497,3325,172,157,31,14,59,1,21,7,14,0,4,0,0,2,3,1,0,11,6,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3087,220,207,32,14,40,1,89,9,13,0,4,0,0,2,3,0,0,12,6,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,3096,2961,135,128,30,14,37,1,17,7,13,0,4,0,0,2,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,198,0,198,0,0,0
113,007301,11001007301,3841,3296,2401,551,25,139,8,172,612,2237,519,15,133,8,9,2645,1666,392,25,108,8,114,405,1560,372,15,103,8,1,1272,1128,144,4684643,5139082,DC,140,11001007301,11,Census Tract 73.01,3841,1272,545,476,80,55,97,9,184,10,11,3,11,0,0,2,13,1,0,56,25,12,0,2,1,0,6,2,7,0,0,0,1,0,0,0,0,0,0,0,13,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3841,3229,2921,308,276,66,53,97,8,18,7,11,3,0,0,0,0,13,0,0,29,15,10,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2313,332,300,39,36,48,7,128,10,7,2,9,0,0,2,11,1,0,24,12,3,0,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645,2240,2059,181,163,33,36,48,6,13,7,7,2,0,0,0,0,11,0,0,15,10,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,365,0,365,0,0,0
114,007304,11001007304,4410,4276,112,4099,5,26,1,33,95,92,4068,3,26,0,22,3210,99,2952,4,24,1,22,62,83,2936,2,24,0,16,1765,1585,180,1232841,8983,DC,140,11001007304,11,Census Tract 73.04,4410,1765,134,114,44,8,5,0,16,19,9,0,13,0,0,0,0,0,0,20,12,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4410,4315,4211,104,92,43,7,5,0,3,15,9,0,10,0,0,0,0,0,0,12,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,108,90,35,8,0,0,16,15,9,0,7,0,0,0,0,0,0,18,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3210,3148,3061,87,75,34,7,0,0,3,15,9,0,7,0,0,0,0,0,0,12,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,319,0,0,319,0,141,0,0,141,0,0
115,007401,11001007401,1259,1203,19,1163,0,6,0,15,43,18,1150,0,6,0,3,868,18,795,0,4,0,11,28,18,789,0,4,0,1,644,557,87,1209113,200980,DC,140,11001007401,11,Census Tract 74.01,1259,644,56,49,18,2,1,0,4,10,1,0,13,0,0,0,0,0,0,5,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,1216,1177,39,36,17,1,0,0,0,10,1,0,7,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,40,36,11,0,1,0,4,8,1,0,11,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,840,812,28,27,11,0,0,0,0,8,1,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,007403,11001007403,2613,2549,33,2492,7,1,0,16,53,31,2468,7,0,0,2,1698,27,1616,1,1,0,9,28,26,1603,1,0,0,2,1056,975,81,330904,0,DC,140,11001007403,11,Census Tract 74.03,2613,1056,64,51,17,3,1,0,3,16,0,0,8,0,0,1,2,0,0,11,2,0,0,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2613,2560,2508,52,44,17,2,1,0,0,16,0,0,6,0,0,0,2,0,0,8,2,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654,44,34,9,3,1,0,0,12,0,0,6,0,0,1,2,0,0,8,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1698,1670,1632,38,32,9,2,1,0,0,12,0,0,6,0,0,0,2,0,0,6,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,007404,11001007404,3637,3507,38,3359,12,13,1,84,114,30,3334,11,13,1,33,2449,33,2245,12,6,1,60,90,25,2228,11,6,1,19,1453,1246,207,826388,0,DC,140,11001007404,11,Census Tract 74.04,3637,1453,130,115,44,2,2,0,9,14,11,1,31,0,0,0,0,1,0,15,4,4,0,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3637,3523,3422,101,90,40,2,1,0,2,8,11,1,24,0,0,0,0,1,0,11,3,4,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,92,83,28,2,1,0,6,11,8,1,25,0,0,0,0,1,0,9,3,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,2359,2290,69,61,24,2,1,0,0,5,8,1,19,0,0,0,0,1,0,8,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,007406,11001007406,3528,3428,22,3305,19,0,1,81,119,20,3283,17,0,1,12,2133,17,2003,11,0,0,45,65,16,1989,9,0,0,10,1286,1191,95,360152,0,DC,140,11001007406,11,Census Tract 74.06,3528,1286,100,95,27,1,1,0,13,20,6,1,23,0,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3528,3409,3333,76,73,27,1,0,0,4,19,6,0,13,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2076,57,53,17,1,1,0,4,12,3,1,11,0,0,0,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133,2068,2024,44,42,17,1,0,0,0,12,3,0,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
